shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
12M-70-AC-E,45.511339,-73.708537,20
12M-70-AC-E,45.508720,-73.708809,18
12M-70-AC-E,45.505341,-73.711305,16
12M-70-AC-E,45.495409,-73.715196,9
12M-70-AB-O,45.514740,-73.709062,15
12M-70-AB-O,45.513551,-73.683639,5
12M-70-AB-O,45.514287,-73.684422,4
12M-70-AB-O,45.514675,-73.683873,3
12M-70-AB-O,45.514001,-73.683563,2
12M-70-AB-E,45.513793,-73.683742,21
12M-70-AB-E,45.513658,-73.683831,20
12M-70-AB-E,45.513551,-73.683639,19
12M-70-AB-E,45.514740,-73.709062,10
12M-70-AB-E,45.514273,-73.708241,8
12M-70-AB-E,45.514740,-73.709062,7
12M-70-AB-E,45.512263,-73.710345,6
12M-70-AB-E,45.511339,-73.708537,3
12M-70-AB-E,45.510989,-73.708114,2
12M-69-01-O,45.532827,-73.718488,75
12M-69-01-O,45.546003,-73.692235,60
12M-69-01-O,45.566685,-73.660265,42
12M-69-01-O,45.582274,-73.650942,32
12M-69-01-O,45.611693,-73.625314,10
12M-69-01-O,45.617130,-73.614838,5
12M-69-01-E,45.617372,-73.606337,78
12M-69-01-E,45.620069,-73.609176,77
12M-69-01-E,45.606678,-73.619970,66
12M-69-01-E,45.582274,-73.650942,48
12M-69-01-E,45.566685,-73.660265,38
12M-69-01-E,45.546003,-73.692235,18
12M-69-01-E,45.532257,-73.720201,2
12M-68-SO-O,45.463675,-73.895624,89
12M-68-SO-O,45.461013,-73.920271,82
12M-68-SO-O,45.461013,-73.920271,80
12M-68-SO-O,45.463675,-73.895624,73
12M-68-SO-O,45.472615,-73.872716,63
12M-68-SO-O,45.506771,-73.819909,42
12M-68-SO-O,45.510016,-73.818033,39
12M-68-SO-O,45.510880,-73.814877,37
12M-68-SO-O,45.510806,-73.812074,35
12M-68-SO-O,45.509071,-73.757289,18
12M-68-SO-O,45.532257,-73.720201,2
12M-68-SO-E,45.532257,-73.720201,70
12M-68-SO-E,45.531796,-73.721147,69
12M-68-SO-E,45.530136,-73.718567,68
12M-68-SO-E,45.532257,-73.720201,66
12M-68-SO-E,45.509071,-73.757289,49
12M-68-SO-E,45.510806,-73.812074,32
12M-68-SO-E,45.510880,-73.814877,29
12M-68-SO-E,45.510016,-73.818033,27
12M-68-SO-E,45.472615,-73.872716,4
12M-68-AC-O,45.437681,-73.902408,92
12M-68-AC-O,45.446116,-73.918946,91
12M-68-AC-O,45.449188,-73.934975,90
12M-68-AC-O,45.449585,-73.937100,89
12M-68-AC-O,45.450846,-73.936726,88
12M-68-AC-O,45.461013,-73.920271,83
12M-68-AC-O,45.461013,-73.920271,81
12M-68-AC-O,45.463675,-73.895624,73
12M-68-AC-O,45.472615,-73.872716,63
12M-68-AC-O,45.506771,-73.819909,42
12M-68-AC-O,45.510016,-73.818033,39
12M-68-AC-O,45.510880,-73.814877,37
12M-68-AC-O,45.510806,-73.812074,35
12M-68-AC-O,45.509071,-73.757289,18
12M-68-AC-O,45.532257,-73.720201,2
12M-68-AC-E,45.532257,-73.720201,99
12M-68-AC-E,45.531796,-73.721147,98
12M-68-AC-E,45.530136,-73.718567,97
12M-68-AC-E,45.532257,-73.720201,95
12M-68-AC-E,45.509071,-73.757289,78
12M-68-AC-E,45.510806,-73.812074,61
12M-68-AC-E,45.510880,-73.814877,58
12M-68-AC-E,45.510016,-73.818033,56
12M-68-AC-E,45.472615,-73.872716,33
12M-68-AC-E,45.463675,-73.895624,22
12M-68-AC-E,45.461013,-73.920271,14
12M-68-AC-E,45.461013,-73.920271,12
12M-68-AC-E,45.450846,-73.936726,7
12M-68-AC-E,45.449585,-73.937100,6
12M-68-AC-E,45.449188,-73.934975,5
12M-68-AC-E,45.448432,-73.925471,4
12M-68-AC-E,45.446116,-73.918946,3
12M-68-AC-E,45.437681,-73.902408,2
12M-68-AB-O,45.461013,-73.920271,81
12M-68-AB-O,45.463675,-73.895624,73
12M-68-AB-O,45.472615,-73.872716,63
12M-68-AB-O,45.506771,-73.819909,42
12M-68-AB-O,45.510016,-73.818033,39
12M-68-AB-O,45.510880,-73.814877,37
12M-68-AB-O,45.510806,-73.812074,35
12M-68-AB-O,45.509071,-73.757289,18
12M-68-AB-O,45.532257,-73.720201,2
12M-68-AB-E,45.532257,-73.720201,84
12M-68-AB-E,45.532257,-73.720201,88
12M-68-AB-E,45.531796,-73.721147,87
12M-68-AB-E,45.530136,-73.718567,86
12M-68-AB-E,45.509071,-73.757289,67
12M-68-AB-E,45.510806,-73.812074,50
12M-68-AB-E,45.510880,-73.814877,47
12M-68-AB-E,45.510016,-73.818033,45
12M-68-AB-E,45.472615,-73.872716,22
12M-68-AB-E,45.463675,-73.895624,11
12M-68-AB-E,45.460445,-73.902966,8
12M-68-AB-E,45.461013,-73.920271,2
12M-67-JO-S,45.549777,-73.555032,47
12M-67-JO-S,45.551207,-73.557057,45
12M-67-JO-S,45.547022,-73.559640,42
12M-67-JO-S,45.561800,-73.605079,24
12M-67-JO-S,45.561800,-73.605079,23
12M-67-JO-S,45.562726,-73.606336,21
12M-67-JO-S,45.575948,-73.636433,9
12M-67-JO-S,45.584747,-73.651679,2
12M-67-JO-N,45.575948,-73.636433,33
12M-66-PM-S,45.496427,-73.583628,37
12M-66-PM-S,45.495018,-73.590369,33
12M-66-PM-S,45.495034,-73.592365,31
12M-66-PM-S,45.492483,-73.598335,28
12M-66-PM-S,45.483792,-73.615232,18
12M-66-PM-S,45.479527,-73.623985,13
12M-66-PM-N,45.473202,-73.645842,37
12M-66-PM-N,45.479527,-73.623985,28
12M-66-PM-N,45.483792,-73.615232,23
12M-66-PM-N,45.492483,-73.598335,13
12M-66-PM-N,45.495364,-73.596050,10
12M-66-JO-S,45.496427,-73.583628,38
12M-66-JO-S,45.495018,-73.590369,34
12M-66-JO-S,45.495034,-73.592365,32
12M-66-JO-S,45.492483,-73.598335,29
12M-66-JO-S,45.483792,-73.615232,19
12M-66-JO-S,45.481500,-73.622032,16
12M-66-JO-S,45.479527,-73.623985,13
12M-66-JO-N,45.473202,-73.645842,34
12M-66-JO-N,45.479527,-73.623985,25
12M-66-JO-N,45.483792,-73.615232,20
12M-66-JO-N,45.492483,-73.598335,10
12M-66-JO-N,45.495364,-73.596050,7
12M-64-01-S,45.513820,-73.683691,26
12M-64-01-S,45.514440,-73.684217,25
12M-64-01-S,45.514675,-73.683873,24
12M-64-01-S,45.514864,-73.683643,23
12M-64-01-S,45.523949,-73.707150,11
12M-64-01-S,45.530136,-73.718567,4
12M-64-01-S,45.532257,-73.720201,2
12M-64-01-N,45.523949,-73.707150,15
12M-64-01-N,45.515834,-73.685169,4
12M-64-01-N,45.514864,-73.683643,3
12M-64-01-N,45.514675,-73.683873,2
12M-63-01-S,45.489056,-73.584756,29
12M-63-01-S,45.476818,-73.605944,18
12M-63-01-S,45.479292,-73.624496,7
12M-63-01-N,45.478949,-73.626133,23
12M-63-01-N,45.476818,-73.605944,14
12M-63-01-N,45.489056,-73.584756,3
12M-61-01-O,45.501363,-73.561920,7
12M-61-01-O,45.452920,-73.567927,37
12M-61-01-O,45.472360,-73.562924,27
12M-61-01-O,45.501929,-73.563149,6
12M-61-01-O,45.504247,-73.568757,3
12M-61-01-E,45.505055,-73.571893,42
12M-61-01-E,45.500335,-73.564414,37
12M-61-01-E,45.502208,-73.562919,35
12M-61-01-E,45.501714,-73.561626,34
12M-61-01-E,45.499413,-73.554893,30
12M-61-01-E,45.472360,-73.562924,16
12M-61-01-E,45.453667,-73.567852,3
12M-61-01-E,45.453632,-73.566880,2
12M-58-01-O,45.423722,-73.611442,42
12M-58-01-O,45.420170,-73.608803,39
12M-58-01-O,45.427120,-73.595807,33
12M-58-01-O,45.436122,-73.590722,26
12M-58-01-O,45.450572,-73.568091,13
12M-58-01-O,45.467652,-73.566462,4
12M-58-01-E,45.471477,-73.564919,38
12M-58-01-E,45.436122,-73.590722,14
12M-57-01-O,45.495170,-73.579813,40
12M-57-01-O,45.495692,-73.579251,39
12M-57-01-O,45.485874,-73.566342,31
12M-57-01-O,45.484264,-73.564946,29
12M-57-01-O,45.477693,-73.569070,23
12M-57-01-O,45.477963,-73.568456,22
12M-57-01-O,45.477684,-73.551367,12
12M-57-01-O,45.479195,-73.553147,8
12M-57-01-O,45.482306,-73.558279,4
12M-57-01-O,45.484897,-73.558192,2
12M-57-01-E,45.490874,-73.584861,4
12M-57-01-E,45.484619,-73.557834,44
12M-57-01-E,45.479178,-73.550793,37
12M-57-01-E,45.479133,-73.549923,36
12M-57-01-E,45.478520,-73.553159,34
12M-57-01-E,45.478466,-73.569365,23
12M-57-01-E,45.484264,-73.564946,17
12M-57-01-E,45.485874,-73.566342,15
12M-56-01-S,45.545863,-73.639498,14
12M-56-01-S,45.546975,-73.642357,13
12M-56-01-S,45.556660,-73.667384,2
12M-56-01-N,45.556660,-73.667384,9
12M-55-JO-S,45.506198,-73.555642,40
12M-55-JO-S,45.505720,-73.558239,38
12M-55-JO-S,45.534684,-73.618293,13
12M-55-JO-N,45.542143,-73.656725,42
12M-55-JO-N,45.544454,-73.651097,38
12M-54-HE-E,45.576819,-73.638511,45
12M-54-HE-E,45.575948,-73.636433,44
12M-54-HE-E,45.575580,-73.635587,43
12M-54-HE-E,45.550230,-73.629353,29
12M-54-HE-E,45.548432,-73.635688,26
12M-54-HE-E,45.547982,-73.636225,25
12M-54-HE-E,45.546820,-73.637221,23
12M-54-HE-E,45.546342,-73.637668,22
12M-54-HE-E,45.545279,-73.638575,20
12M-54-HE-E,45.544613,-73.639136,19
12M-54-HE-E,45.543505,-73.640043,17
12M-54-HE-E,45.542379,-73.640821,15
12M-54-HE-E,45.542143,-73.656725,9
12M-54-HE-E,45.540626,-73.653302,6
12M-54-HE-E,45.540068,-73.653620,5
12M-54-HE-E,45.538924,-73.654296,3
12M-54-HE-E,45.538231,-73.654704,2
12M-54-01-O,45.530177,-73.668099,47
12M-54-01-O,45.525570,-73.654925,40
12M-54-01-O,45.545502,-73.654762,26
12M-54-01-E,45.576819,-73.638511,53
12M-54-01-E,45.575948,-73.636433,52
12M-54-01-E,45.575580,-73.635587,51
12M-54-01-E,45.550230,-73.629353,37
12M-54-01-E,45.549220,-73.631195,36
12M-54-01-E,45.542143,-73.656725,24
12M-54-01-E,45.534431,-73.656537,19
12M-54-01-E,45.524381,-73.655549,10
12M-54-01-E,45.524579,-73.655934,9
12M-54-01-E,45.525055,-73.656268,8
12M-54-01-E,45.525118,-73.656243,7
12M-53-01-S,45.546342,-73.637668,20
12M-53-01-S,45.545279,-73.638575,19
12M-53-01-S,45.545360,-73.639126,18
12M-53-01-S,45.556660,-73.667384,2
12M-53-01-N,45.556660,-73.667384,18
12M-53-01-N,45.548493,-73.645050,3
12M-52-PM-O,45.544987,-73.635065,2
12M-52-PM-E,45.542208,-73.640936,9
12M-52-PM-E,45.538917,-73.631337,7
12M-52-PM-E,45.536643,-73.644507,3
12M-52-AM-O,45.538917,-73.631337,6
12M-52-AM-O,45.544987,-73.635065,2
12M-52-AM-E,45.536643,-73.644507,3
12M-51-JO-O,45.477641,-73.636631,45
12M-51-JO-O,45.479742,-73.632658,43
12M-51-JO-O,45.480021,-73.632364,42
12M-51-JO-O,45.516031,-73.598991,13
12M-51-JO-O,45.518678,-73.596653,11
12M-51-JO-O,45.523055,-73.592807,7
12M-51-JO-O,45.526739,-73.587437,3
12M-51-JO-O,45.526245,-73.586284,2
12M-51-JO-E,45.527001,-73.586054,58
12M-51-JO-E,45.527388,-73.586849,57
12M-51-JO-E,45.521165,-73.592446,53
12M-51-JO-E,45.518678,-73.596653,50
12M-51-JO-E,45.516031,-73.598991,48
12M-51-JO-E,45.496658,-73.617561,32
12M-51-JO-E,45.480021,-73.632364,20
12M-51-JO-E,45.479742,-73.632658,19
12M-49-AM-O,45.555354,-73.667764,54
12M-49-AM-O,45.556660,-73.667384,53
12M-49-AM-O,45.566685,-73.660265,51
12M-49-AM-O,45.582274,-73.650942,49
12M-49-AM-O,45.611693,-73.625314,35
12M-49-01-O,45.555354,-73.667764,66
12M-49-01-O,45.556660,-73.667384,65
12M-49-01-O,45.566685,-73.660265,63
12M-49-01-O,45.582274,-73.650942,61
12M-49-01-O,45.611693,-73.625314,47
12M-49-01-O,45.659256,-73.541819,7
12M-49-01-E,45.599610,-73.639388,10
12M-49-01-E,45.582274,-73.650942,6
12M-49-01-E,45.566685,-73.660265,4
12M-49-01-E,45.556660,-73.667384,2
12M-49-01-E,45.659256,-73.541819,62
12M-49-01-E,45.619700,-73.609893,25
12M-49-01-E,45.611693,-73.625314,20
12M-48-GC-O,45.555778,-73.667394,54
12M-48-GC-O,45.556660,-73.667384,53
12M-48-GC-O,45.566685,-73.660265,51
12M-48-GC-O,45.582274,-73.650942,49
12M-48-GC-O,45.599610,-73.639388,44
12M-48-GC-O,45.625795,-73.623986,30
12M-48-GC-O,45.628823,-73.619876,27
12M-48-GC-O,45.654086,-73.554403,2
12M-48-GC-E,45.654086,-73.554403,52
12M-48-GC-E,45.628823,-73.619876,27
12M-48-GC-E,45.599610,-73.639388,10
12M-48-GC-E,45.582274,-73.650942,6
12M-48-GC-E,45.566685,-73.660265,4
12M-48-GC-E,45.556660,-73.667384,2
12M-48-GB-O,45.556660,-73.667384,50
12M-48-GB-O,45.566685,-73.660265,48
12M-48-GB-O,45.582274,-73.650942,46
12M-48-GB-O,45.599610,-73.639388,42
12M-48-GB-O,45.625795,-73.623986,27
12M-48-GB-O,45.628823,-73.619876,24
12M-48-GB-E,45.654086,-73.554403,56
12M-48-GB-E,45.654491,-73.553441,55
12M-48-GB-E,45.654761,-73.553608,54
12M-48-GB-E,45.654086,-73.554403,52
12M-48-GB-E,45.628823,-73.619876,27
12M-48-GB-E,45.599610,-73.639388,10
12M-48-GB-E,45.582274,-73.650942,6
12M-48-GB-E,45.566685,-73.660265,4
12M-48-GB-E,45.556660,-73.667384,2
12M-48-AC-O,45.556660,-73.667384,49
12M-48-AC-O,45.566685,-73.660265,47
12M-48-AC-O,45.582274,-73.650942,45
12M-48-AC-O,45.599610,-73.639388,40
12M-48-AC-O,45.626199,-73.616613,25
12M-48-AC-O,45.654086,-73.554403,2
12M-48-AC-E,45.654086,-73.554403,48
12M-48-AC-E,45.626199,-73.616613,25
12M-48-AC-E,45.599610,-73.639388,10
12M-48-AC-E,45.582274,-73.650942,6
12M-48-AC-E,45.566685,-73.660265,4
12M-48-AC-E,45.556660,-73.667384,2
12M-48-AB-O,45.556660,-73.667384,45
12M-48-AB-O,45.566685,-73.660265,43
12M-48-AB-O,45.582274,-73.650942,41
12M-48-AB-O,45.626199,-73.616613,22
12M-48-AB-E,45.654086,-73.554403,52
12M-48-AB-E,45.654491,-73.553441,51
12M-48-AB-E,45.654761,-73.553608,50
12M-48-AB-E,45.654086,-73.554403,48
12M-48-AB-E,45.626199,-73.616613,25
12M-48-AB-E,45.599610,-73.639388,10
12M-48-AB-E,45.556660,-73.667384,2
12M-48-AB-E,45.582274,-73.650942,6
12M-48-AB-E,45.566685,-73.660265,4
12M-47-01-O,45.527001,-73.586054,29
12M-47-01-O,45.527388,-73.586849,28
12M-47-01-O,45.526217,-73.587897,27
12M-47-01-O,45.528642,-73.593213,24
12M-47-01-O,45.530317,-73.592077,23
12M-47-01-O,45.537863,-73.585328,17
12M-47-01-O,45.556907,-73.566567,2
12M-47-01-E,45.558113,-73.565620,27
12M-47-01-E,45.537234,-73.583919,12
12M-47-01-E,45.537863,-73.585328,11
12M-47-01-E,45.532410,-73.584757,7
12M-47-01-E,45.526245,-73.586284,2
12M-46-AC-O,45.523055,-73.592807,5
12M-46-AC-O,45.523692,-73.605533,16
12M-46-AC-O,45.520719,-73.598858,14
12M-46-AC-O,45.520405,-73.597578,13
12M-46-AC-O,45.524279,-73.591696,6
12M-46-AB-O,45.523692,-73.605533,12
12M-46-AB-O,45.524279,-73.591696,6
12M-46-AB-O,45.523055,-73.592807,5
12M-46-AB-E,45.526245,-73.586284,12
12M-46-AB-E,45.527001,-73.586054,11
12M-46-AB-E,45.526217,-73.587897,9
12M-46-AB-E,45.524632,-73.599979,3
12M-45-01-S,45.523279,-73.551742,44
12M-45-01-S,45.553822,-73.620331,18
12M-45-01-N,45.571257,-73.660086,45
12M-45-01-N,45.555159,-73.623216,31
12M-45-01-N,45.522495,-73.554468,2
12M-44-01-S,45.589097,-73.540985,38
12M-44-01-S,45.640735,-73.592578,4
12M-44-01-S,45.644205,-73.596266,2
12M-44-01-N,45.641489,-73.594452,39
12M-44-01-N,45.640735,-73.592578,37
12M-44-01-N,45.612868,-73.579660,21
12M-44-01-N,45.611328,-73.581042,20
12M-44-01-N,45.589843,-73.543652,4
12M-44-01-N,45.589358,-73.540691,2
12M-43-AB-O,45.590026,-73.647336,65
12M-43-AB-O,45.584747,-73.651679,60
12M-43-AB-O,45.646105,-73.582811,11
12M-43-AB-O,45.647429,-73.581261,9
12M-43-AB-O,45.656787,-73.567801,3
12M-43-AB-E,45.656787,-73.567801,66
12M-43-AB-E,45.638540,-73.580183,56
12M-43-AB-E,45.592373,-73.648713,4
12M-43-AB-E,45.590639,-73.646850,3
12M-41-01-O,45.568125,-73.653402,48
12M-41-01-O,45.575580,-73.635587,37
12M-41-01-O,45.583075,-73.628890,5
12M-41-01-E,45.575580,-73.635587,24
12M-41-01-E,45.565685,-73.647580,16
12M-41-01-E,45.549618,-73.651585,2
12M-41-01-E,45.591702,-73.630743,64
12M-41-01-E,45.583075,-73.628890,59
12M-41-01-E,45.567668,-73.593919,46
12M-41-01-E,45.558828,-73.598336,39
12M-41-01-E,45.589985,-73.628893,65
12M-40-01-O,45.668802,-73.505685,3
12M-40-01-O,45.605635,-73.618840,47
12M-40-01-O,45.606678,-73.619970,46
12M-40-01-O,45.614533,-73.612063,42
12M-40-01-O,45.611785,-73.605365,40
12M-40-01-O,45.613951,-73.598701,38
12M-40-01-O,45.616699,-73.594206,37
12M-40-01-O,45.638542,-73.561712,30
12M-40-01-O,45.646152,-73.548955,25
12M-40-01-O,45.650105,-73.540889,23
12M-40-01-O,45.648790,-73.544018,22
12M-40-01-O,45.650486,-73.533383,20
12M-40-01-O,45.649065,-73.530124,19
12M-40-01-O,45.649713,-73.527237,18
12M-40-01-O,45.657165,-73.520928,14
12M-40-01-O,45.659667,-73.520569,13
12M-40-01-O,45.660396,-73.519928,12
12M-40-01-O,45.667578,-73.506802,10
12M-40-01-O,45.667839,-73.506583,9
12M-40-01-O,45.668802,-73.505685,8
12M-40-01-O,45.668946,-73.505249,7
12M-40-01-O,45.668298,-73.505274,6
12M-40-01-O,45.668703,-73.505672,4
12M-40-01-O,45.670349,-73.504684,2
12M-40-01-E,45.672194,-73.508766,53
12M-40-01-E,45.670115,-73.509497,51
12M-40-01-E,45.669638,-73.506635,50
12M-40-01-E,45.669341,-73.504877,49
12M-40-01-E,45.668577,-73.505043,48
12M-40-01-E,45.668307,-73.505223,47
12M-40-01-E,45.668658,-73.505659,45
12M-40-01-E,45.668946,-73.505249,44
12M-40-01-E,45.668577,-73.505043,43
12M-40-01-E,45.667776,-73.505351,42
12M-40-01-E,45.667389,-73.505582,41
12M-40-01-E,45.666228,-73.507302,40
12M-40-01-E,45.660981,-73.516104,38
12M-40-01-E,45.657741,-73.519324,36
12M-40-01-E,45.649498,-73.526647,33
12M-40-01-E,45.647239,-73.526043,32
12M-40-01-E,45.647581,-73.526775,31
12M-40-01-E,45.649065,-73.530124,30
12M-40-01-E,45.650486,-73.533383,29
12M-40-01-E,45.650105,-73.540889,27
12M-40-01-E,45.646152,-73.548955,25
12M-40-01-E,45.638542,-73.561712,20
12M-40-01-E,45.616699,-73.594206,13
12M-40-01-E,45.613951,-73.598701,12
12M-40-01-E,45.611785,-73.605365,10
12M-40-01-E,45.614533,-73.612063,8
12M-40-01-E,45.605450,-73.623595,3
12M-40-01-E,45.604147,-73.622234,2
12M-39-JO-O,45.589150,-73.635491,55
12M-39-JO-O,45.583075,-73.628890,52
12M-39-JO-O,45.584071,-73.623331,49
12M-39-JO-O,45.611985,-73.603352,33
12M-39-JO-O,45.612780,-73.599635,32
12M-39-JO-O,45.613231,-73.598572,31
12M-39-JO-O,45.609050,-73.583039,26
12M-39-JO-O,45.621169,-73.556230,7
12M-39-JO-O,45.621169,-73.556230,5
12M-39-JO-O,45.621169,-73.556230,4
12M-39-JO-E,45.620846,-73.584069,41
12M-39-JO-E,45.612868,-73.579660,34
12M-39-JO-E,45.609050,-73.583039,33
12M-39-JO-E,45.613231,-73.598572,28
12M-39-JO-E,45.611985,-73.603352,27
12M-39-JO-E,45.584071,-73.623331,10
12M-39-JO-E,45.583075,-73.628890,8
12M-37-01-S,45.447134,-73.604482,76
12M-37-01-S,45.447069,-73.606285,75
12M-37-01-S,45.449605,-73.607721,72
12M-37-01-S,45.450542,-73.606943,71
12M-37-01-S,45.451767,-73.605910,70
12M-37-01-S,45.455189,-73.603116,67
12M-37-01-S,45.457050,-73.582227,58
12M-37-01-S,45.456222,-73.582316,56
12M-37-01-S,45.456115,-73.581471,55
12M-37-01-S,45.455134,-73.582045,54
12M-37-01-S,45.453279,-73.583679,53
12M-37-01-S,45.453198,-73.583296,52
12M-37-01-S,45.460815,-73.563052,42
12M-37-01-S,45.461742,-73.562989,41
12M-37-01-S,45.461910,-73.567107,40
12M-37-01-S,45.462783,-73.567006,39
12M-37-01-S,45.462522,-73.581059,31
12M-37-01-S,45.463395,-73.581060,30
12M-37-01-S,45.462842,-73.597683,22
12M-37-01-S,45.465144,-73.599452,20
12M-37-01-S,45.466529,-73.600068,19
12M-37-01-S,45.469316,-73.593371,17
12M-37-01-S,45.466904,-73.593930,16
12M-37-01-S,45.469316,-73.593371,12
12M-37-01-S,45.471062,-73.592901,10
12M-37-01-S,45.471458,-73.592915,9
12M-37-01-S,45.473749,-73.597113,7
12M-37-01-S,45.476072,-73.595685,5
12M-37-01-N,45.473868,-73.604519,67
12M-37-01-N,45.473868,-73.604519,66
12M-37-01-N,45.475868,-73.602220,64
12M-37-01-N,45.478014,-73.597313,62
12M-37-01-N,45.476072,-73.595685,61
12M-37-01-N,45.470542,-73.590816,57
12M-37-01-N,45.469316,-73.593371,53
12M-37-01-N,45.465144,-73.599452,50
12M-37-01-N,45.462842,-73.597683,48
12M-37-01-N,45.464644,-73.595244,46
12M-37-01-N,45.463395,-73.581060,39
12M-37-01-N,45.453198,-73.583296,21
12M-37-01-N,45.453279,-73.583679,20
12M-37-01-N,45.455189,-73.603116,9
12M-37-01-N,45.447069,-73.606285,3
12M-37-01-N,45.447134,-73.604482,2
12M-36-JO-O,45.446910,-73.603114,49
12M-36-JO-O,45.445281,-73.592616,46
12M-36-JO-O,45.466529,-73.600068,36
12M-36-JO-O,45.469316,-73.593371,34
12M-36-JO-O,45.467534,-73.593778,33
12M-36-JO-O,45.469316,-73.593371,29
12M-36-JO-O,45.477376,-73.584789,24
12M-36-JO-O,45.477753,-73.585685,23
12M-36-JO-O,45.490094,-73.567192,11
12M-36-JO-O,45.492529,-73.572287,8
12M-36-JO-O,45.498220,-73.565154,4
12M-36-JO-O,45.499643,-73.563441,3
12M-36-JO-E,45.501714,-73.561626,47
12M-36-JO-E,45.497645,-73.563938,44
12M-36-JO-E,45.478321,-73.585085,30
12M-36-JO-E,45.477393,-73.586439,29
12M-36-JO-E,45.477167,-73.587117,28
12M-36-JO-E,45.477167,-73.587117,26
12M-36-JO-E,45.469316,-73.593371,17
12M-36-JO-E,45.445281,-73.592616,5
12M-36-JO-E,45.446910,-73.603114,2
12M-34-JO-O,45.524295,-73.552805,29
12M-34-JO-O,45.530623,-73.547024,23
12M-34-JO-O,45.561930,-73.543925,3
12M-34-JO-E,45.562568,-73.545924,32
12M-34-JO-E,45.558831,-73.528282,23
12M-33-SO-S,45.583705,-73.511892,67
12M-33-SO-S,45.580488,-73.535123,55
12M-33-SO-S,45.601761,-73.614729,25
12M-33-SO-S,45.625795,-73.623986,7
12M-33-SO-S,45.628823,-73.619876,4
12M-33-SO-N,45.628823,-73.619876,66
12M-33-SO-N,45.625795,-73.623986,62
12M-33-SO-N,45.601761,-73.614729,44
12M-33-SO-N,45.583341,-73.533254,12
12M-33-SO-N,45.581399,-73.527358,10
12M-33-LC-S,45.580488,-73.535123,27
12M-33-JO-S,45.580488,-73.535123,55
12M-33-JO-S,45.601761,-73.614729,25
12M-33-JO-S,45.625795,-73.623986,7
12M-33-JO-S,45.628823,-73.619876,4
12M-33-JO-N,45.601761,-73.614729,40
12M-33-JO-N,45.583341,-73.533254,8
12M-33-JO-N,45.581399,-73.527358,6
12M-33-JO-N,45.628823,-73.619876,62
12M-33-JO-N,45.625795,-73.623986,58
12M-32-01-S,45.571751,-73.531389,48
12M-32-01-S,45.572057,-73.532299,47
12M-32-01-S,45.576449,-73.553302,37
12M-32-01-S,45.577563,-73.557801,34
12M-32-01-S,45.601761,-73.614729,16
12M-32-01-S,45.619281,-73.631794,4
12M-32-01-S,45.618588,-73.631164,3
12M-32-01-N,45.601761,-73.614729,37
12M-32-01-N,45.577563,-73.557801,19
12M-32-01-N,45.578583,-73.551818,14
12M-32-01-N,45.572057,-73.532299,6
12M-32-01-N,45.571751,-73.531389,5
12M-32-01-N,45.568729,-73.526442,2
12M-31-01-S,45.530690,-73.597698,33
12M-31-01-S,45.530278,-73.596353,32
12M-31-01-S,45.530034,-73.596788,31
12M-31-01-S,45.545360,-73.639126,15
12M-31-01-S,45.557268,-73.669538,2
12M-31-01-N,45.546342,-73.637668,15
12M-30-01-S,45.515000,-73.551709,50
12M-30-01-S,45.512111,-73.553779,48
12M-30-01-S,45.518230,-73.570323,41
12M-30-01-S,45.544155,-73.622731,20
12M-30-01-S,45.544749,-73.622220,19
12M-30-01-S,45.556660,-73.667384,2
12M-30-01-N,45.518230,-73.570323,10
12M-30-01-N,45.512506,-73.554996,3
12M-30-01-N,45.556660,-73.667384,47
12M-29-JO-O,45.535531,-73.558603,8
12M-29-JO-E,45.534973,-73.559127,21
12M-29-JO-E,45.515041,-73.575093,2
12M-28-01-S,45.596675,-73.535684,40
12M-28-01-S,45.596936,-73.535659,39
12M-28-01-S,45.597035,-73.536851,37
12M-28-01-S,45.598355,-73.544235,34
12M-28-01-S,45.598974,-73.548107,31
12M-28-01-S,45.613808,-73.558569,22
12M-28-01-S,45.616074,-73.560636,21
12M-28-01-S,45.620846,-73.584069,4
12M-28-01-N,45.618030,-73.584039,52
12M-28-01-N,45.616074,-73.560636,33
12M-28-01-N,45.613808,-73.558569,32
12M-28-01-N,45.601377,-73.546917,23
12M-28-01-N,45.598355,-73.544235,20
12M-28-01-N,45.592406,-73.511317,2
12M-27-LC-E,45.556907,-73.566567,11
12M-27-JO-O,45.527001,-73.586054,25
12M-27-JO-O,45.527046,-73.586093,24
12M-27-JO-O,45.527388,-73.586849,23
12M-27-JO-O,45.558113,-73.565620,2
12M-27-JO-E,45.556907,-73.566567,23
12M-27-JO-E,45.526739,-73.587437,2
12M-26-01-O,45.596487,-73.535043,32
12M-26-01-O,45.596675,-73.535684,31
12M-26-01-O,45.597080,-73.536133,30
12M-26-01-O,45.597035,-73.536851,29
12M-26-01-O,45.613964,-73.524925,10
12M-26-01-O,45.613286,-73.537413,3
12M-26-01-E,45.596487,-73.535043,7
12M-26-01-E,45.589899,-73.538948,4
12M-26-01-E,45.590276,-73.540089,3
12M-26-01-E,45.589358,-73.540691,2
12M-26-01-E,45.613286,-73.537413,33
12M-26-01-E,45.613964,-73.524925,26
12M-26-01-E,45.612112,-73.514359,24
12M-25-01-S,45.541433,-73.561593,18
12M-25-01-S,45.543051,-73.578191,13
12M-25-01-N,45.546510,-73.586251,9
12M-25-01-N,45.544114,-73.577296,5
