shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
12M-125-JO-O,45.544375,-73.545324,15
12M-44-01-S,45.589807,-73.543842,37
12M-34-JO-E,45.53054,-73.544894,7
12M-22-01-O,45.571593,-73.544327,45
12M-355-01-S,45.545854,-73.544565,46
12M-125-LC-O,45.545854,-73.544565,14
12M-125-JO-O,45.545854,-73.544565,14
12M-44-01-N,45.590533,-73.543525,3
12M-362-01-O,45.559487,-73.543873,131
12M-85-JO-O,45.559487,-73.543873,48
12M-370-01-O,45.582925,-73.543243,9
12M-364-01-O,45.582925,-73.543243,42
12M-185-01-O,45.582925,-73.543243,22
12M-197-JO-O,45.582755,-73.542544,1
12M-197-JO-E,45.582755,-73.542544,43
12M-197-HP-E,45.582755,-73.542544,46
12M-355-01-S,45.547377,-73.543529,45
12M-125-LC-O,45.547377,-73.543529,13
12M-125-JO-O,45.547377,-73.543529,13
12M-362-01-O,45.560579,-73.543181,129
12M-85-JO-O,45.560579,-73.543181,47
12M-353-01-E,45.561477,-73.542217,24
12M-125-LC-E,45.561477,-73.542217,19
12M-125-JO-E,45.561477,-73.542217,37
12M-34-JO-E,45.561477,-73.542217,31
12M-362-01-O,45.561652,-73.542511,128
12M-85-JO-O,45.561652,-73.542511,46
12M-355-01-S,45.548094,-73.543012,44
12M-125-LC-O,45.548094,-73.543012,12
12M-125-JO-O,45.548094,-73.543012,12
12M-355-01-N,45.550836,-73.542504,95
12M-139-JO-N,45.550836,-73.542504,8
12M-32-01-N,45.575225,-73.54168,10
12M-370-01-E,45.585823,-73.541154,87
12M-364-01-E,45.585823,-73.541154,97
12M-185-01-E,45.585823,-73.541154,30
12M-353-01-O,45.537865,-73.542196,86
12M-34-JO-O,45.537865,-73.542196,20
12M-22-01-E,45.571009,-73.541548,4
12M-44-01-S,45.589914,-73.540096,39
12M-355-01-N,45.550104,-73.541229,94
12M-125-LC-E,45.550104,-73.541229,11
12M-125-JO-E,45.550104,-73.541229,29
12M-353-01-E,45.539044,-73.541181,7
12M-34-JO-E,45.539044,-73.541181,10
12M-362-01-E,45.563465,-73.541253,43
12M-85-JO-E,45.563465,-73.541253,19
12M-183-01-O,45.67534,-73.537045,17
12M-197-JO-E,45.580988,-73.539428,41
12M-197-HP-E,45.580988,-73.539428,44
12M-362-01-E,45.566581,-73.53963,44
12M-85-JO-E,45.566581,-73.53963,20
12M-370-01-E,45.590589,-73.53833,91
12M-364-01-E,45.590589,-73.53833,101
12M-185-01-E,45.590589,-73.53833,34
12M-26-01-E,45.590589,-73.53833,5
12M-141-L2-E,45.607042,-73.538356,7
12M-141-JO-E,45.607042,-73.538356,49
12M-33-SO-N,45.581833,-73.538846,15
12M-33-JO-N,45.581833,-73.538846,11
12M-139-JO-S,45.549613,-73.539534,44
12M-449-PM-N,45.663642,-73.536079,56
12M-49-01-O,45.663642,-73.536079,5
12M-49-01-E,45.663642,-73.536079,60
12M-362-01-O,45.570026,-73.538127,125
12M-85-JO-O,45.570026,-73.538127,43
12M-125-LC-O,45.555103,-73.538261,8
12M-125-JO-O,45.555103,-73.538261,8
12M-362-01-E,45.570324,-73.537518,46
12M-85-JO-E,45.570324,-73.537518,21
12M-141-JO-O,45.6064,-73.536068,9
12M-353-01-O,45.544691,-73.537875,82
12M-34-JO-O,45.544691,-73.537875,16
12M-353-01-E,45.544512,-73.537776,10
12M-34-JO-E,45.544512,-73.537776,13
12M-362-01-E,45.571535,-73.536752,48
12M-85-JO-E,45.571535,-73.536752,22
12M-449-PM-N,45.664795,-73.533801,57
12M-183-01-O,45.664795,-73.533801,29
12M-364-01-O,45.596798,-73.53507,35
12M-185-01-O,45.596798,-73.53507,15
12M-362-01-O,45.573404,-73.535861,119
12M-85-JO-O,45.573404,-73.535861,41
12M-362-01-E,45.573119,-73.535726,50
12M-85-JO-E,45.573119,-73.535726,23
12M-353-01-E,45.547508,-73.535885,12
12M-34-JO-E,45.547508,-73.535885,15
12M-364-01-E,45.601592,-73.534157,106
12M-85-JO-E,45.601592,-73.534157,39
12M-33-SO-N,45.580688,-73.535112,14
12M-33-JO-N,45.580688,-73.535112,10
12M-33-SO-S,45.580993,-73.53468,56
12M-33-LC-S,45.580993,-73.53468,28
12M-33-JO-S,45.580993,-73.53468,56
12M-139-JO-N,45.548788,-73.536038,4
12M-362-01-E,45.576203,-73.533822,51
12M-85-JO-E,45.576203,-73.533822,24
12M-364-01-E,45.598612,-73.533594,104
12M-362-01-E,45.598612,-73.533594,78
12M-186-01-E,45.598612,-73.533594,4
12M-185-01-E,45.598612,-73.533594,37
12M-141-JO-O,45.598612,-73.533594,3
12M-32-01-S,45.572632,-73.533979,46
12M-353-01-O,45.550847,-73.5342,79
12M-34-JO-O,45.550847,-73.5342,13
12M-364-01-O,45.601002,-73.532643,33
12M-85-JO-O,45.601002,-73.532643,24
12M-364-01-E,45.601228,-73.532819,105
12M-85-JO-E,45.601228,-73.532819,38
12M-141-JO-O,45.605195,-73.532047,7
12M-202-JO-O,45.448154,-73.786328,69
12M-220-01-O,45.50045,-73.759086,35
12M-220-01-E,45.50045,-73.759086,1
12M-141-JO-O,45.60483,-73.530862,6
12M-362-01-O,45.582567,-73.530513,110
12M-85-JO-O,45.582567,-73.530513,36
12M-362-01-E,45.582274,-73.530416,58
12M-85-JO-E,45.582274,-73.530416,27
12M-33-SO-N,45.582647,-73.530888,11
12M-33-JO-N,45.582647,-73.530888,7
12M-186-01-E,45.605698,-73.529347,8
12M-183-01-E,45.68689,-73.526835,41
12M-362-01-O,45.584258,-73.528795,107
12M-85-JO-O,45.584258,-73.528795,35
12M-186-01-E,45.608546,-73.527695,10
12M-32-01-N,45.57079,-73.528201,4
12M-487-PM-E,45.610723,-73.52655,4
12M-487-AM-E,45.610723,-73.52655,4
12M-187-01-E,45.610723,-73.52655,8
12M-186-01-E,45.610723,-73.52655,11
12M-34-JO-E,45.556956,-73.527908,25
12M-186-01-O,45.612651,-73.525851,42
12M-26-01-E,45.612651,-73.525851,27
12M-362-01-O,45.603356,-73.525857,79
12M-185-01-O,45.603356,-73.525857,9
12M-33-SO-N,45.580927,-73.525618,9
12M-33-JO-N,45.580927,-73.525618,5
12M-362-01-O,45.590988,-73.525711,103
12M-85-JO-O,45.590988,-73.525711,31
12M-32-01-S,45.569875,-73.525748,50
12M-22-01-O,45.565319,-73.523599,39
12M-33-SO-N,45.579909,-73.522568,8
12M-33-JO-N,45.579909,-73.522568,4
12M-33-SO-S,45.57985,-73.522906,60
12M-33-LC-S,45.57985,-73.522906,32
12M-33-JO-S,45.57985,-73.522906,60
12M-362-01-E,45.6021,-73.52209,90
12M-185-01-E,45.6021,-73.52209,44
12M-22-01-E,45.568532,-73.522006,12
12M-189-JO-E,45.599246,-73.520994,10
12M-26-01-E,45.599246,-73.520994,16
12M-487-PM-O,45.645593,-73.519454,19
12M-86-SO-O,45.645593,-73.519454,65
12M-86-01-O,45.645593,-73.519454,65
12M-22-01-O,45.570633,-73.520969,36
12M-33-LC-S,45.579171,-73.519611,33
12M-33-JO-S,45.579171,-73.519611,61
12M-362-01-E,45.602673,-73.518959,93
12M-189-JO-E,45.602673,-73.518959,12
12M-26-01-E,45.602673,-73.518959,18
12M-28-01-S,45.591582,-73.519221,48
12M-362-01-O,45.60431,-73.518281,74
12M-189-JO-O,45.60431,-73.518281,57
12M-26-01-O,45.60431,-73.518281,17
12M-487-PM-O,45.65918,-73.516652,12
12M-86-SO-O,45.65918,-73.516652,56
12M-86-01-O,45.65918,-73.516652,56
12M-487-PM-O,45.653975,-73.516819,15
12M-86-SO-O,45.653975,-73.516819,60
12M-86-01-O,45.653975,-73.516819,60
12M-362-01-O,45.606571,-73.517156,73
12M-189-JO-O,45.606571,-73.517156,56
12M-26-01-O,45.606571,-73.517156,16
12M-22-01-E,45.573277,-73.518452,15
12M-487-PM-E,45.638513,-73.515499,7
12M-487-AM-E,45.638513,-73.515499,7
12M-486-PM-E,45.638513,-73.515499,9
12M-430-PM-E,45.638513,-73.515499,24
12M-186-01-E,45.638513,-73.515499,22
12M-362-01-E,45.607791,-73.516286,96
12M-189-JO-E,45.607791,-73.516286,15
12M-26-01-E,45.607791,-73.516286,21
12M-486-AM-O,45.643979,-73.51399,29
12M-430-AM-O,45.643979,-73.51399,23
12M-186-01-O,45.643979,-73.51399,30
12M-487-PM-E,45.643512,-73.5138,8
12M-486-PM-E,45.643512,-73.5138,11
12M-430-PM-E,45.643512,-73.5138,25
12M-186-01-E,45.643512,-73.5138,24
12M-185-01-O,45.600055,-73.514649,4
12M-486-AM-O,45.647119,-73.51292,28
12M-430-AM-O,45.647119,-73.51292,22
12M-186-01-O,45.647119,-73.51292,29
12M-33-LC-S,45.578566,-73.514366,35
12M-33-JO-S,45.578566,-73.514366,63
12M-33-JO-N,45.578566,-73.514366,1
12M-33-SO-N,45.57921,-73.513552,5
12M-22-01-O,45.57921,-73.513552,30
12M-22-01-O,45.602838,-73.512807,9
12M-22-01-O,45.601141,-73.512704,10
12M-486-PM-E,45.65234,-73.510751,13
12M-430-PM-E,45.65234,-73.510751,27
12M-186-01-E,45.65234,-73.510751,27
12M-486-AM-O,45.652108,-73.511201,27
12M-430-AM-O,45.652108,-73.511201,21
12M-186-01-O,45.652108,-73.511201,27
12M-22-01-E,45.607188,-73.511676,48
12M-22-01-O,45.596859,-73.512072,12
12M-187-01-E,45.669774,-73.509742,46
12M-28-01-S,45.591094,-73.511839,51
12M-28-01-N,45.591094,-73.511839,1
12M-486-AM-O,45.655798,-73.509923,26
12M-362-01-O,45.655798,-73.509923,34
12M-186-01-O,45.655798,-73.509923,25
12M-86-SO-E,45.655798,-73.509923,60
12M-86-01-E,45.655798,-73.509923,64
12M-33-SO-N,45.581086,-73.511897,4
12M-22-01-O,45.581086,-73.511897,29
12M-185-01-E,45.598781,-73.510704,49
12M-430-PM-E,45.590832,-73.509603,16
12M-410-PM-E,45.590832,-73.509603,16
12M-22-01-E,45.590832,-73.509603,40
12M-430-AM-O,45.59034,-73.509729,31
12M-410-AM-O,45.59034,-73.509729,28
12M-28-01-N,45.59034,-73.509729,4
12M-22-01-O,45.59034,-73.509729,15
12M-86-SO-O,45.652545,-73.508438,49
12M-86-01-O,45.652545,-73.508438,49
12M-362-01-E,45.651987,-73.504637,128
12M-86-SO-O,45.651987,-73.504637,47
12M-86-01-O,45.651987,-73.504637,47
12M-22-01-O,45.58856,-73.508966,16
12M-22-01-E,45.585655,-73.507873,37
12M-22-01-E,45.586675,-73.507898,38
12M-86-SO-O,45.64251,-73.506606,68
12M-86-01-O,45.64251,-73.506606,68
12M-362-01-E,45.667721,-73.505251,137
12M-186-01-E,45.667721,-73.505251,34
12M-183-01-O,45.698866,-73.503835,5
12M-487-PM-E,45.657454,-73.503179,17
12M-187-01-E,45.657454,-73.503179,33
12M-487-AM-O,45.652808,-73.502794,27
12M-187-01-O,45.652808,-73.502794,20
12M-486-PM-E,45.676841,-73.502279,24
12M-430-PM-E,45.676841,-73.502279,36
12M-186-01-E,45.676841,-73.502279,37
12M-86-SO-E,45.676841,-73.502279,92
12M-86-01-E,45.676841,-73.502279,96
12M-487-AM-O,45.660154,-73.502483,24
12M-187-01-O,45.660154,-73.502483,17
12M-362-01-O,45.671824,-73.501817,23
12M-187-01-E,45.671824,-73.501817,41
12M-362-01-E,45.636477,-73.502289,116
12M-187-01-E,45.636477,-73.502289,19
12M-487-AM-O,45.651679,-73.502375,28
12M-186-01-E,45.682248,-73.500403,40
12M-86-SO-E,45.682248,-73.500403,95
12M-86-01-E,45.682248,-73.500403,99
12M-86-SO-E,45.641707,-73.500261,41
12M-86-01-E,45.641707,-73.500261,45
12M-362-01-O,45.641798,-73.500446,47
12M-187-01-O,45.641798,-73.500446,29
12M-487-AM-O,45.668594,-73.499687,20
12M-187-01-O,45.668594,-73.499687,13
12M-86-SO-O,45.668379,-73.499814,29
12M-86-01-O,45.668379,-73.499814,29
12M-487-AM-O,45.669914,-73.499238,19
12M-187-01-O,45.669914,-73.499238,12
12M-362-01-O,45.643642,-73.499685,46
12M-187-01-O,45.643642,-73.499685,28
12M-186-01-E,45.688005,-73.498446,43
12M-86-SO-E,45.688005,-73.498446,98
12M-86-01-E,45.688005,-73.498446,102
12M-187-01-E,45.671422,-73.499462,40
12M-486-PM-E,45.689841,-73.497696,28
12M-430-PM-E,45.689841,-73.497696,39
12M-186-01-E,45.689841,-73.497696,44
12M-86-SO-E,45.689841,-73.497696,99
12M-86-01-E,45.689841,-73.497696,103
12M-86-SO-O,45.641079,-73.497775,71
12M-86-01-O,45.641079,-73.497775,71
12M-362-01-E,45.670754,-73.496146,143
12M-86-SO-E,45.667968,-73.496218,81
12M-86-01-E,45.667968,-73.496218,85
12M-362-01-O,45.650298,-73.49546,41
12M-187-01-O,45.650298,-73.49546,23
12M-86-SO-E,45.650298,-73.49546,67
12M-86-01-E,45.650298,-73.49546,71
12M-189-JO-E,45.666094,-73.494305,49
12M-86-SO-E,45.666094,-73.494305,78
12M-86-01-E,45.666094,-73.494305,82
12M-189-JO-E,45.667246,-73.494316,50
12M-487-AM-O,45.67067,-73.494108,17
12M-410-AM-O,45.67067,-73.494108,15
12M-362-01-O,45.67067,-73.494108,19
12M-189-JO-O,45.67067,-73.494108,18
12M-487-AM-O,45.673483,-73.493462,16
12M-410-AM-O,45.673483,-73.493462,14
12M-362-01-O,45.673483,-73.493462,18
12M-189-JO-O,45.673483,-73.493462,17
12M-362-01-E,45.677841,-73.492287,148
12M-189-JO-E,45.677841,-73.492287,55
12M-410-AM-O,45.65866,-73.492769,18
12M-189-JO-O,45.65866,-73.492769,24
12M-86-SO-O,45.65866,-73.492769,36
12M-86-01-O,45.65866,-73.492769,36
12M-487-PM-E,45.679196,-73.492048,28
12M-410-PM-E,45.679196,-73.492048,33
12M-362-01-E,45.679196,-73.492048,149
12M-189-JO-E,45.679196,-73.492048,56
12M-86-SO-E,45.649824,-73.493279,68
12M-86-01-E,45.649824,-73.493279,72
12M-86-SO-E,45.640507,-73.492938,38
12M-86-01-E,45.640507,-73.492938,42
12M-189-JO-O,45.657178,-73.492293,25
12M-86-SO-O,45.657178,-73.492293,37
12M-86-01-O,45.657178,-73.492293,37
12M-362-01-O,45.685956,-73.490395,11
12M-189-JO-O,45.685956,-73.490395,10
12M-410-PM-E,45.655652,-73.491185,26
12M-189-JO-E,45.655652,-73.491185,43
12M-86-SO-E,45.655652,-73.491185,72
12M-86-01-E,45.655652,-73.491185,76
12M-189-JO-E,45.657055,-73.492014,44
12M-86-SO-E,45.657055,-73.492014,73
12M-86-01-E,45.657055,-73.492014,77
12M-487-PM-E,45.682656,-73.491084,29
12M-410-PM-E,45.682656,-73.491084,34
12M-362-01-E,45.682656,-73.491084,151
12M-189-JO-E,45.682656,-73.491084,58
12M-189-JO-O,45.653723,-73.490253,27
12M-86-SO-O,45.653723,-73.490253,39
12M-86-01-O,45.653723,-73.490253,39
12M-362-01-E,45.690412,-73.488944,156
12M-189-JO-E,45.690412,-73.488944,64
12M-410-PM-E,45.639737,-73.490279,23
12M-189-JO-E,45.639737,-73.490279,35
12M-487-AM-O,45.692721,-73.488546,8
12M-410-AM-O,45.692721,-73.488546,7
12M-362-01-O,45.692721,-73.488546,7
12M-189-JO-O,45.692721,-73.488546,6
12M-86-SO-O,45.692721,-73.488546,7
12M-86-01-O,45.692721,-73.488546,7
12M-410-AM-O,45.643687,-73.489895,21
12M-189-JO-O,45.643687,-73.489895,32
12M-189-JO-E,45.65202,-73.489256,41
12M-86-SO-E,45.65202,-73.489256,70
12M-86-01-E,45.65202,-73.489256,74
12M-487-AM-O,45.69594,-73.486317,6
12M-410-AM-O,45.69594,-73.486317,5
12M-362-01-O,45.69594,-73.486317,5
12M-86-SO-O,45.69594,-73.486317,5
12M-86-01-O,45.69594,-73.486317,5
12M-487-PM-E,45.698844,-73.483119,37
12M-410-PM-E,45.698844,-73.483119,41
12M-362-01-E,45.698844,-73.483119,160
12M-86-SO-E,45.698844,-73.483119,107
12M-86-01-E,45.698844,-73.483119,111
12M-361-01-N,45.509872,-73.554871,7
12M-14-01-S,45.509248,-73.555472,28
12M-14-01-N,45.509248,-73.555472,1
12M-107-JO-N,45.484039,-73.56015,28
12M-71-01-S,45.484039,-73.56015,14
12M-368-01-E,45.493399,-73.620283,41
12M-166-PM-S,45.493399,-73.620283,16
12M-166-L2-S,45.493399,-73.620283,16
12M-166-JO-S,45.493399,-73.620283,16
12M-51-JO-E,45.493399,-73.620283,30
12M-368-01-O,45.493202,-73.62082,58
12M-166-PM-N,45.493202,-73.62082,24
12M-166-L2-N,45.493202,-73.62082,38
12M-166-JO-N,45.493202,-73.62082,19
12M-51-JO-O,45.493202,-73.62082,32
12M-22-01-E,45.56713,-73.530533,8
12M-378-01-O,45.533927,-73.666181,33
12M-121-01-O,45.533927,-73.666181,33
12M-61-01-O,45.495941,-73.555863,15
12M-178-PM-N,45.496495,-73.556077,14
12M-168-JO-N,45.496495,-73.556077,49
12M-75-01-N,45.496495,-73.556077,9
12M-715-01-E,45.512522,-73.554774,21
12M-14-01-N,45.512522,-73.554774,3
12M-71-01-S,45.480541,-73.556242,19
12M-57-01-O,45.480541,-73.556242,6
12M-202-JO-E,45.439987,-73.808318,13
12M-203-01-E,45.446103,-73.807671,28
12M-202-JO-O,45.441147,-73.805577,76
12M-203-01-O,45.447859,-73.8026,36
12M-203-01-E,45.447752,-73.802256,30
12M-204-JO-E,45.461841,-73.80159,14
12M-204-HP-E,45.461841,-73.80159,14
12M-204-JO-O,45.465027,-73.801512,61
12M-204-HP-O,45.465027,-73.801512,59
12M-225-01-O,45.477549,-73.799411,50
12M-216-01-O,45.477549,-73.799411,26
12M-204-JO-O,45.462678,-73.799606,60
12M-204-HP-O,45.462678,-73.799606,58
12M-203-01-E,45.448614,-73.798793,31
12M-202-JO-E,45.446694,-73.798377,17
12M-203-01-E,45.449396,-73.795284,32
12M-202-JO-E,45.447826,-73.794739,18
12M-203-01-E,45.454015,-73.792565,35
12M-204-JO-O,45.450099,-73.79157,53
12M-204-HP-O,45.450099,-73.79157,51
12M-204-JO-E,45.449896,-73.791374,20
12M-204-HP-E,45.449896,-73.791374,20
12M-202-JO-E,45.448247,-73.791299,19
12M-204-JO-E,45.450296,-73.789005,21
12M-204-HP-E,45.450296,-73.789005,21
12M-202-JO-E,45.447951,-73.788307,20
12M-203-01-E,45.457025,-73.783604,39
12M-356-SO-E,45.45728,-73.782501,19
12M-209-01-S,45.45728,-73.782501,26
12M-204-JO-E,45.45006,-73.781385,24
12M-204-HP-E,45.45006,-73.781385,24
12M-382-01-E,45.454971,-73.83225,19
12M-203-01-O,45.454971,-73.83225,56
12M-200-01-E,45.454971,-73.83225,46
12M-216-01-O,45.472065,-73.81067,29
12M-425-01-E,45.437353,-73.826491,32
12M-211-01-E,45.437353,-73.826491,39
12M-201-SO-N,45.437353,-73.826491,66
12M-201-01-N,45.437353,-73.826491,63
12M-425-01-O,45.437276,-73.826688,42
12M-211-01-O,45.437276,-73.826688,42
12M-201-SO-S,45.437276,-73.826688,29
12M-201-01-S,45.437276,-73.826688,25
12M-203-01-O,45.45085,-73.833903,53
12M-203-01-O,45.45065,-73.81476,43
12M-201-SO-S,45.45065,-73.81476,18
12M-201-01-S,45.45065,-73.81476,14
12M-203-01-E,45.450483,-73.814809,22
12M-201-SO-N,45.450483,-73.814809,76
12M-201-01-N,45.450483,-73.814809,73
12M-86-SO-O,45.632495,-73.509196,86
12M-86-01-O,45.632495,-73.509196,86
12M-362-01-E,45.61409,-73.50926,102
12M-189-JO-E,45.61409,-73.50926,21
12M-362-01-E,45.61708,-73.508015,103
12M-189-JO-E,45.61708,-73.508015,22
12M-187-01-E,45.628397,-73.508918,12
12M-187-01-E,45.631879,-73.50669,14
12M-187-01-O,45.633747,-73.506192,36
12M-362-01-E,45.624211,-73.503691,105
12M-189-JO-E,45.624211,-73.503691,24
12M-362-01-O,45.633923,-73.503387,53
12M-187-01-O,45.633923,-73.503387,35
12M-362-01-O,45.629423,-73.498238,59
12M-189-JO-O,45.629423,-73.498238,42
12M-362-01-E,45.629099,-73.498301,108
12M-189-JO-E,45.629099,-73.498301,27
12M-410-PM-E,45.630158,-73.497119,20
12M-362-01-E,45.630158,-73.497119,109
12M-189-JO-E,45.630158,-73.497119,28
12M-362-01-O,45.63231,-73.49521,57
12M-362-01-E,45.632425,-73.495356,110
12M-362-01-O,45.617044,-73.508308,64
12M-189-JO-O,45.617044,-73.508308,47
12M-362-01-O,45.624565,-73.503621,62
12M-189-JO-O,45.624565,-73.503621,45
12M-186-01-E,45.617431,-73.522958,13
12M-186-01-O,45.622052,-73.520821,39
12M-430-PM-E,45.612845,-73.518184,20
12M-26-01-E,45.612845,-73.518184,25
12M-430-AM-O,45.612807,-73.518766,28
12M-26-01-O,45.612807,-73.518766,11
12M-362-01-O,45.612216,-73.510152,66
12M-189-JO-O,45.612216,-73.510152,49
12M-362-01-O,45.621101,-73.506065,63
12M-189-JO-O,45.621101,-73.506065,46
12M-486-PM-E,45.632713,-73.515872,7
12M-430-PM-E,45.632713,-73.515872,22
12M-186-01-E,45.632713,-73.515872,19
12M-86-SO-E,45.645031,-73.544964,10
12M-86-01-E,45.645031,-73.544964,14
12M-86-SO-E,45.64339,-73.542864,11
12M-86-01-E,45.64339,-73.542864,15
12M-86-SO-E,45.630844,-73.500135,28
12M-86-01-E,45.630844,-73.500135,32
12M-86-SO-O,45.642662,-73.540698,97
12M-86-01-O,45.642662,-73.540698,97
12M-460-L2-O,45.486368,-73.691136,17
12M-460-AM-O,45.486368,-73.691136,78
12M-378-01-O,45.486368,-73.691136,66
12M-202-JO-O,45.486368,-73.691136,22
12M-100-JO-O,45.486368,-73.691136,45
12M-460-L2-O,45.475054,-73.706323,25
12M-460-AM-O,45.475054,-73.706323,85
12M-378-01-O,45.475054,-73.706323,73
12M-202-JO-O,45.475054,-73.706323,29
12M-356-SO-E,45.495178,-73.793541,6
12M-364-01-O,45.619411,-73.577208,8
12M-39-JO-E,45.619411,-73.577208,45
12M-28-01-S,45.619411,-73.577208,8
12M-193-01-E,45.600718,-73.576378,49
12M-449-PM-S,45.636499,-73.565095,14
12M-40-01-O,45.636499,-73.565095,31
12M-449-AM-N,45.636022,-73.565275,34
12M-40-01-E,45.636022,-73.565275,19
12M-85-JO-E,45.613648,-73.545952,58
12M-85-JO-O,45.613932,-73.546282,3
12M-85-JO-E,45.61303,-73.54647,59
12M-85-JO-E,45.612072,-73.545886,60
12M-85-JO-E,45.610479,-73.547308,61
12M-449-AM-N,45.625258,-73.581205,30
12M-432-PM-S,45.612939,-73.598212,12
12M-460-PM-O,45.58282,-73.58938,19
12M-460-AM-O,45.58282,-73.58938,19
12M-439-L2-S,45.590259,-73.618013,1
12M-188-PM-E,45.590105,-73.61799,36
12M-136-01-N,45.590105,-73.61799,30
12M-39-JO-E,45.590105,-73.61799,13
12M-188-AM-O,45.588924,-73.61942,10
12M-39-JO-O,45.588924,-73.61942,46
12M-136-01-N,45.585656,-73.616887,26
12M-188-PM-E,45.583661,-73.615951,32
12M-136-01-N,45.59588,-73.613852,33
12M-39-JO-E,45.59588,-73.613852,16
12M-188-PM-E,45.589176,-73.614015,37
12M-432-HC-N,45.599058,-73.611708,12
12M-432-PM-N,45.599058,-73.611708,12
12M-353-01-E,45.599058,-73.611708,54
12M-32-01-N,45.599058,-73.611708,36
12M-188-AM-O,45.584591,-73.611726,17
12M-188-AM-O,45.592571,-73.611451,7
12M-136-01-S,45.592571,-73.611451,7
12M-188-PM-E,45.592555,-73.611159,39
12M-136-01-N,45.586982,-73.610485,24
12M-136-01-S,45.586979,-73.610905,10
12M-188-AM-E,45.586896,-73.610165,24
12M-39-JO-O,45.601847,-73.609318,42
12M-33-SO-N,45.601847,-73.609318,42
12M-33-JO-N,45.601847,-73.609318,38
12M-188-AM-O,45.596817,-73.608699,5
12M-136-01-S,45.596817,-73.608699,5
12M-356-SO-O,45.504837,-73.78582,169
12M-356-SO-E,45.504837,-73.78582,1
12M-372-SO-O,45.530331,-73.622359,87
12M-92-JO-O,45.530331,-73.622359,7
12M-435-JO-O,45.534332,-73.642648,1
12M-435-JO-E,45.534332,-73.642648,90
12M-80-01-S,45.534332,-73.642648,1
12M-80-01-N,45.534332,-73.642648,35
12M-99-01-O,45.539706,-73.613743,30
12M-99-01-E,45.539706,-73.613743,1
12M-125-LC-E,45.554537,-73.538449,13
12M-125-JO-E,45.554537,-73.538449,31
12M-371-01-S,45.472627,-73.612437,61
12M-17-01-S,45.472627,-73.612437,38
12M-193-01-O,45.549048,-73.623389,39
12M-13-01-S,45.549048,-73.623389,2
12M-13-01-S,45.550987,-73.621379,1
12M-13-01-N,45.550987,-73.621379,15
12M-71-01-N,45.479249,-73.552959,20
12M-57-01-E,45.479249,-73.552959,39
12M-71-01-S,45.477788,-73.551257,24
12M-57-01-O,45.477788,-73.551257,11
12M-362-01-O,45.597037,-73.534475,90
12M-141-L2-E,45.597037,-73.534475,14
12M-141-JO-E,45.597037,-73.534475,56
12M-85-JO-O,45.597037,-73.534475,25
12M-99-01-O,45.549346,-73.616501,22
12M-449-AM-N,45.652059,-73.536536,44
12M-183-01-E,45.652059,-73.536536,21
12M-40-01-E,45.652059,-73.536536,28
12M-449-PM-S,45.656245,-73.528801,2
12M-183-01-O,45.656245,-73.528801,33
12M-186-01-E,45.650074,-73.511597,26
12M-186-01-O,45.649866,-73.51189,28
12M-362-01-E,45.596949,-73.53453,77
12M-85-JO-E,45.596949,-73.53453,37
12M-449-AM-N,45.654073,-73.532408,45
12M-183-01-E,45.654073,-73.532408,22
12M-449-PM-N,45.665654,-73.535357,59
12M-183-01-O,45.665654,-73.535357,30
12M-211-01-O,45.483183,-73.579355,1
12M-211-01-E,45.483183,-73.579355,87
12M-448-PM-E,45.651766,-73.55903,36
12M-448-AM-E,45.651766,-73.55903,42
12M-372-SO-E,45.651766,-73.55903,109
12M-86-SO-O,45.651766,-73.55903,109
12M-86-01-O,45.651766,-73.55903,107
12M-48-GC-E,45.651766,-73.55903,50
12M-48-GB-E,45.651766,-73.55903,50
12M-48-AC-E,45.651766,-73.55903,46
12M-48-AB-E,45.651766,-73.55903,46
12M-183-01-E,45.661836,-73.558554,5
12M-372-SO-E,45.654176,-73.554346,113
12M-353-01-E,45.654176,-73.554346,96
12M-48-GC-O,45.654176,-73.554346,1
12M-48-GC-E,45.654176,-73.554346,53
12M-48-GB-E,45.654176,-73.554346,53
12M-48-AC-O,45.654176,-73.554346,1
12M-48-AC-E,45.654176,-73.554346,49
12M-48-AB-E,45.654176,-73.554346,49
12M-225-01-O,45.492709,-73.757931,33
12M-215-01-O,45.492709,-73.757931,35
12M-128-01-S,45.52147,-73.665066,82
12M-124-01-N,45.52147,-73.665066,52
12M-128-01-S,45.520461,-73.671775,1
12M-128-01-N,45.520461,-73.671775,80
12M-171-01-E,45.503639,-73.704416,4
12M-128-01-N,45.503639,-73.704416,35
12M-371-01-S,45.493913,-73.719805,9
12M-225-01-E,45.493913,-73.719805,46
12M-213-PM-E,45.493913,-73.719805,15
12M-213-01-E,45.493913,-73.719805,46
12M-177-01-E,45.493913,-73.719805,19
12M-196-01-S,45.497639,-73.70385,3
12M-121-01-O,45.497639,-73.70385,55
12M-215-01-E,45.517964,-73.715208,57
12M-215-01-E,45.519571,-73.711954,59
12M-175-01-O,45.48581,-73.718992,29
12M-174-01-O,45.48581,-73.718992,16
12M-175-01-E,45.487147,-73.723011,20
12M-164-01-O,45.524721,-73.711151,28
12M-54-01-E,45.523064,-73.658932,5
12M-54-01-E,45.523268,-73.661925,4
12M-382-01-E,45.510158,-73.676485,105
12M-378-01-O,45.510158,-73.676485,50
